Date,Open,High,Low,Close,Adj Close,Volume
2012-02-08,21980.000000,22000.000000,21680.000000,21840.000000,17694.767578,11809400
2012-02-09,21740.000000,21800.000000,21200.000000,21680.000000,17565.128906,24005850
2012-02-10,21680.000000,21680.000000,21220.000000,21240.000000,17208.652344,18579100
2012-02-13,21380.000000,21780.000000,21340.000000,21660.000000,17548.927734,16017250
2012-02-14,21680.000000,21780.000000,21480.000000,21600.000000,17500.316406,12317400
2012-02-15,21960.000000,22760.000000,21840.000000,22700.000000,18391.533203,28522350
2012-02-16,22600.000000,22800.000000,22420.000000,22700.000000,18391.533203,15411800
2012-02-17,23180.000000,23600.000000,23120.000000,23520.000000,19055.896484,17308450
2012-02-20,23560.000000,23880.000000,23320.000000,23500.000000,19039.699219,14814150
2012-02-21,23500.000000,23960.000000,23300.000000,23600.000000,19120.720703,10808250
2012-02-22,23640.000000,24000.000000,23440.000000,23940.000000,19396.181641,11779250
2012-02-23,23460.000000,23580.000000,23020.000000,23200.000000,18796.632813,23259200
2012-02-24,23060.000000,23720.000000,23060.000000,23600.000000,19120.720703,14240300
2012-02-27,23480.000000,23600.000000,23180.000000,23420.000000,18974.880859,8273300
2012-02-28,23920.000000,24000.000000,23620.000000,23700.000000,19201.736328,16648100
2012-02-29,23820.000000,24180.000000,23820.000000,24120.000000,19542.021484,17278300
2012-03-02,24300.000000,24340.000000,23580.000000,23640.000000,19153.117188,18023700
2012-03-05,23800.000000,23820.000000,23320.000000,23480.000000,19023.492188,11175250
2012-03-06,23580.000000,23860.000000,23340.000000,23600.000000,19120.720703,10572850
2012-03-07,23500.000000,23660.000000,23300.000000,23440.000000,18991.083984,11521550
2012-03-08,23600.000000,23720.000000,23300.000000,23600.000000,19120.720703,20270400
2012-03-09,23820.000000,24620.000000,23760.000000,24600.000000,19930.916016,18228800
2012-03-12,24480.000000,24520.000000,24200.000000,24200.000000,19606.833984,11826950
2012-03-13,24000.000000,24580.000000,24000.000000,24420.000000,19785.082031,11985550
2012-03-14,24600.000000,25100.000000,24600.000000,25000.000000,20254.992188,18279650
2012-03-15,25020.000000,25200.000000,24840.000000,25000.000000,20254.992188,14038800
2012-03-16,25200.000000,25340.000000,24760.000000,24760.000000,20060.541016,18070200
2012-03-19,24700.000000,25360.000000,24680.000000,25200.000000,20417.035156,11881850
2012-03-20,25340.000000,25540.000000,25200.000000,25340.000000,20530.460938,11935500
2012-03-21,25200.000000,25200.000000,24840.000000,24840.000000,20125.361328,12913550
2012-03-22,24700.000000,25260.000000,24700.000000,25160.000000,20384.625000,12675450
2012-03-23,24860.000000,25480.000000,24860.000000,25220.000000,20433.246094,10818600
2012-03-26,25360.000000,25500.000000,25220.000000,25500.000000,20660.091797,9237800
2012-03-27,25700.000000,26220.000000,25520.000000,26220.000000,21243.433594,14186350
2012-03-28,26000.000000,26160.000000,25900.000000,26040.000000,21097.603516,9914550
2012-03-29,25980.000000,25980.000000,25600.000000,25600.000000,20741.115234,11670000
2012-03-30,25400.000000,25600.000000,25140.000000,25500.000000,20660.091797,15281700
2012-04-02,25500.000000,25980.000000,25220.000000,25980.000000,21048.986328,12582950
2012-04-03,26400.000000,26780.000000,26040.000000,26700.000000,21632.337891,16507900
2012-04-04,26620.000000,27020.000000,26300.000000,26400.000000,21389.271484,14599350
2012-04-05,26040.000000,26700.000000,25940.000000,26600.000000,21551.314453,12921350
2012-04-06,26540.000000,26680.000000,26260.000000,26640.000000,21583.722656,10289650
2012-04-09,26400.000000,26600.000000,26120.000000,26340.000000,21340.662109,8572600
2012-04-10,26280.000000,26400.000000,26140.000000,26220.000000,21243.433594,11176100
2012-04-12,25660.000000,25980.000000,25360.000000,25460.000000,20627.693359,25240650
2012-04-13,25300.000000,25540.000000,25200.000000,25360.000000,20546.666016,35409200
2012-04-16,25460.000000,25520.000000,25000.000000,25180.000000,20400.832031,15222400
2012-04-17,25020.000000,25280.000000,24820.000000,24980.000000,20238.796875,14552300
2012-04-18,25540.000000,26040.000000,25380.000000,25860.000000,20951.765625,17253750
2012-04-19,25840.000000,26140.000000,25780.000000,26140.000000,21178.621094,13156400
2012-04-20,25880.000000,25940.000000,25560.000000,25640.000000,20773.525391,9900550
2012-04-23,25380.000000,25600.000000,25240.000000,25580.000000,20724.908203,8388400
2012-04-24,25300.000000,25720.000000,25240.000000,25660.000000,20789.724609,13238350
2012-04-25,26080.000000,26300.000000,25860.000000,26100.000000,21146.210938,13821600
2012-04-26,26400.000000,26800.000000,26340.000000,26800.000000,21713.357422,16479500
2012-04-27,27100.000000,27660.000000,27020.000000,27480.000000,22264.285156,15905350
2012-04-30,27900.000000,28180.000000,27540.000000,27800.000000,22523.554688,15757100
2012-05-02,28200.000000,28360.000000,27980.000000,28200.000000,22847.628906,18420750
2012-05-03,28040.000000,28200.000000,27960.000000,28020.000000,22701.802734,10327050
2012-05-04,27500.000000,27960.000000,26980.000000,27200.000000,22037.435547,20484300
2012-05-07,26840.000000,27060.000000,26500.000000,26840.000000,21745.761719,18908450
2012-05-08,26960.000000,27040.000000,26780.000000,26820.000000,21729.556641,12048600
2012-05-09,26700.000000,26960.000000,26480.000000,26620.000000,21567.517578,12661700
2012-05-10,26580.000000,26720.000000,26440.000000,26540.000000,21502.703125,13145000
2012-05-11,26300.000000,26460.000000,26060.000000,26060.000000,21113.808594,13626400
2012-05-14,26100.000000,26540.000000,26080.000000,26280.000000,21292.052734,15092100
2012-05-15,26080.000000,26400.000000,26000.000000,26220.000000,21243.433594,15558100
2012-05-16,25960.000000,26000.000000,24560.000000,24600.000000,19930.916016,38488900
2012-05-17,24600.000000,24860.000000,24020.000000,24460.000000,19817.484375,33041100
2012-05-18,24080.000000,24100.000000,23300.000000,23320.000000,18893.855469,30023750
2012-05-21,23880.000000,24320.000000,23800.000000,24180.000000,19590.626953,23702750
2012-05-22,25100.000000,25100.000000,24540.000000,24800.000000,20092.953125,23830550
2012-05-23,24800.000000,24800.000000,23900.000000,24420.000000,19785.082031,16157100
2012-05-24,24260.000000,24500.000000,23960.000000,24500.000000,19849.894531,15251250
2012-05-25,24660.000000,24920.000000,24460.000000,24500.000000,19849.894531,10164250
2012-05-29,24240.000000,24760.000000,24120.000000,24760.000000,20060.541016,10815350
2012-05-30,24760.000000,24800.000000,24300.000000,24520.000000,19866.103516,12653250
2012-05-31,24260.000000,24260.000000,23840.000000,24220.000000,19623.037109,22106900
2012-06-01,24260.000000,24740.000000,23980.000000,24660.000000,19979.527344,13554450
2012-06-04,23960.000000,24100.000000,23840.000000,23920.000000,19379.980469,18068750
2012-06-05,24020.000000,24180.000000,23860.000000,24060.000000,19493.408203,12848900
2012-06-07,24780.000000,25300.000000,24660.000000,25300.000000,20498.052734,20928350
2012-06-08,25500.000000,25500.000000,24900.000000,24940.000000,20206.380859,9956350
2012-06-11,25440.000000,25500.000000,25320.000000,25360.000000,20546.666016,9906200
2012-06-12,24920.000000,25200.000000,24900.000000,25100.000000,20336.013672,8805200
2012-06-13,25320.000000,25480.000000,25120.000000,25420.000000,20595.273438,9572600
2012-06-14,25380.000000,25420.000000,25120.000000,25220.000000,20433.246094,21995050
2012-06-15,25000.000000,25200.000000,24280.000000,24340.000000,19720.261719,30404200
2012-06-18,24800.000000,25140.000000,24680.000000,24860.000000,20141.566406,17608150
2012-06-19,24900.000000,24940.000000,24440.000000,24880.000000,20157.767578,14839400
2012-06-20,24980.000000,25300.000000,24900.000000,25040.000000,20287.404297,13237700
2012-06-21,24680.000000,24840.000000,24520.000000,24540.000000,19882.300781,12753750
2012-06-22,23780.000000,24040.000000,23600.000000,23640.000000,19153.117188,31294350
2012-06-25,23420.000000,23560.000000,22560.000000,22640.000000,18342.927734,41318100
2012-06-26,22660.000000,22980.000000,22580.000000,22780.000000,18456.347656,25283500
2012-06-27,22800.000000,23540.000000,22600.000000,23340.000000,18910.064453,23542000
2012-06-28,23340.000000,23600.000000,23060.000000,23360.000000,18934.378906,10398350
2012-06-29,23340.000000,24020.000000,23060.000000,24020.000000,19469.341797,18604450
2012-07-02,24160.000000,24180.000000,23420.000000,23480.000000,19031.644531,19106750
2012-07-03,23640.000000,23860.000000,23400.000000,23500.000000,19047.857422,15801550
2012-07-04,23640.000000,23940.000000,23560.000000,23820.000000,19307.230469,19158750
2012-07-05,23740.000000,23880.000000,23540.000000,23700.000000,19209.964844,9068550
2012-07-06,23880.000000,23880.000000,23060.000000,23220.000000,18820.898438,21158900
2012-07-09,22700.000000,22760.000000,22520.000000,22520.000000,18253.517578,21282300
2012-07-10,22700.000000,22840.000000,22420.000000,22540.000000,18269.728516,17720700
2012-07-11,22580.000000,22660.000000,22160.000000,22360.000000,18123.828125,18001300
2012-07-12,22420.000000,22520.000000,21820.000000,21820.000000,17686.140625,24858600
2012-07-13,21920.000000,22880.000000,21820.000000,22780.000000,18464.259766,27070750
2012-07-16,22900.000000,23100.000000,22660.000000,23040.000000,18675.001953,15261950
2012-07-17,22960.000000,23560.000000,22720.000000,23360.000000,18934.378906,15885300
2012-07-18,23580.000000,23700.000000,22760.000000,23080.000000,18707.425781,14618050
2012-07-19,23600.000000,24040.000000,23440.000000,23900.000000,19372.072266,24847100
2012-07-20,24040.000000,24060.000000,23820.000000,23820.000000,19307.230469,11992100
2012-07-23,23300.000000,23400.000000,23100.000000,23240.000000,18837.113281,12844350
2012-07-24,23300.000000,23500.000000,23180.000000,23400.000000,18966.800781,14598050
2012-07-25,23060.000000,23440.000000,22780.000000,23160.000000,18772.269531,13609850
2012-07-26,23380.000000,23480.000000,23200.000000,23440.000000,18999.220703,13654750
2012-07-27,23900.000000,24660.000000,23820.000000,24660.000000,19988.093750,26686200
2012-07-30,25200.000000,25560.000000,25020.000000,25500.000000,20668.949219,19113350
2012-07-31,25600.000000,26680.000000,25500.000000,26180.000000,21220.121094,33735650
2012-08-01,25840.000000,26300.000000,25660.000000,26000.000000,21074.222656,19039100
2012-08-02,26000.000000,26080.000000,25220.000000,25260.000000,20474.421875,15951250
2012-08-03,24800.000000,25340.000000,24760.000000,24860.000000,20150.203125,15582650
2012-08-06,25700.000000,26100.000000,25640.000000,25960.000000,21041.798828,12289150
2012-08-07,26060.000000,26080.000000,25680.000000,25880.000000,20976.958984,10258400
2012-08-08,26120.000000,26560.000000,26020.000000,26400.000000,21398.445313,19459150
2012-08-09,26420.000000,26960.000000,26360.000000,26800.000000,21722.660156,30612650
2012-08-10,26700.000000,26960.000000,26600.000000,26960.000000,21852.351563,14733250
2012-08-13,26840.000000,26940.000000,26460.000000,26500.000000,21479.500000,9891050
2012-08-14,26520.000000,27000.000000,26520.000000,26900.000000,21803.714844,14396850
2012-08-16,27080.000000,27100.000000,26760.000000,26900.000000,21803.714844,14824150
2012-08-17,26880.000000,26900.000000,25720.000000,25900.000000,20993.169922,27642800
2012-08-20,25400.000000,25660.000000,25100.000000,25660.000000,20798.636719,19944800
2012-08-21,25840.000000,26040.000000,25640.000000,25640.000000,20782.425781,15315200
2012-08-22,25380.000000,25620.000000,25140.000000,25280.000000,20490.630859,16031200
2012-08-23,25220.000000,25740.000000,24980.000000,25740.000000,20863.480469,13857750
2012-08-24,25400.000000,25740.000000,25280.000000,25500.000000,20668.949219,14077200
2012-08-27,23780.000000,24060.000000,23460.000000,23600.000000,19128.910156,63803450
2012-08-28,23720.000000,24180.000000,23600.000000,23900.000000,19372.072266,27767400
2012-08-29,24180.000000,24700.000000,24140.000000,24600.000000,19939.462891,23415550
2012-08-30,24560.000000,24580.000000,24040.000000,24300.000000,19696.289063,16211400
2012-08-31,24220.000000,24680.000000,24140.000000,24660.000000,19988.093750,20301300
2012-09-03,24400.000000,24700.000000,24020.000000,24360.000000,19744.925781,13903800
2012-09-04,24380.000000,24560.000000,24200.000000,24360.000000,19744.925781,9916550
2012-09-05,24100.000000,24240.000000,23780.000000,23780.000000,19274.810547,17381950
2012-09-06,24000.000000,24060.000000,23860.000000,23920.000000,19388.289063,12373750
2012-09-07,24600.000000,25020.000000,24400.000000,25000.000000,20263.679688,25512400
2012-09-10,25200.000000,25280.000000,25000.000000,25000.000000,20263.679688,15883700
2012-09-11,24800.000000,25300.000000,24640.000000,25120.000000,20360.939453,9890800
2012-09-12,25360.000000,25900.000000,25180.000000,25880.000000,20976.958984,18473250
2012-09-13,25980.000000,26100.000000,25620.000000,26020.000000,21090.431641,19489950
2012-09-14,26600.000000,26780.000000,26540.000000,26720.000000,21657.818359,24872500
2012-09-17,26720.000000,26720.000000,26240.000000,26300.000000,21317.388672,14896000
2012-09-18,26280.000000,26720.000000,26160.000000,26300.000000,21317.388672,11232300
2012-09-19,26120.000000,26460.000000,25960.000000,26280.000000,21301.181641,12114550
2012-09-20,25860.000000,26100.000000,25680.000000,25740.000000,20863.480469,14199800
2012-09-21,26000.000000,26140.000000,25900.000000,26040.000000,21106.650391,14913400
2012-09-24,26000.000000,26560.000000,25840.000000,26540.000000,21511.914063,13195450
2012-09-25,26200.000000,26680.000000,26200.000000,26540.000000,21511.914063,11348000
2012-09-26,26260.000000,26500.000000,26120.000000,26500.000000,21479.500000,12054550
2012-09-27,26540.000000,26840.000000,26460.000000,26760.000000,21690.238281,14541600
2012-09-28,27180.000000,27200.000000,26780.000000,26920.000000,21819.923828,17906350
2012-10-02,27080.000000,27420.000000,27040.000000,27380.000000,22192.785156,13376250
2012-10-04,27020.000000,27460.000000,26780.000000,27340.000000,22160.353516,19127200
2012-10-05,27740.000000,27800.000000,27040.000000,27400.000000,22208.988281,17828800
2012-10-08,27500.000000,27580.000000,27200.000000,27460.000000,22257.623047,12037600
2012-10-09,27260.000000,27620.000000,27260.000000,27440.000000,22241.416016,8788650
2012-10-10,27060.000000,27200.000000,26500.000000,26500.000000,21479.500000,12976700
2012-10-11,26200.000000,26400.000000,25740.000000,26080.000000,21139.064453,23779850
2012-10-12,26100.000000,26240.000000,25760.000000,25920.000000,21009.382813,14977250
2012-10-15,25920.000000,26240.000000,25740.000000,26000.000000,21074.222656,10334000
2012-10-16,26520.000000,26620.000000,26300.000000,26600.000000,21560.550781,10671300
2012-10-17,26840.000000,26920.000000,26320.000000,26720.000000,21657.818359,8984550
2012-10-18,26720.000000,26820.000000,26560.000000,26740.000000,21674.027344,10498450
2012-10-19,26460.000000,26500.000000,25980.000000,26040.000000,21106.650391,13969950
2012-10-22,25540.000000,26340.000000,25520.000000,26300.000000,21317.388672,11741150
2012-10-23,26380.000000,26440.000000,26040.000000,26260.000000,21284.966797,9253550
2012-10-24,25940.000000,26180.000000,25780.000000,26000.000000,21074.222656,13454500
2012-10-25,25920.000000,26440.000000,25820.000000,26440.000000,21430.865234,11881100
2012-10-26,26120.000000,26240.000000,25740.000000,25740.000000,20863.480469,13793850
2012-10-29,25960.000000,25980.000000,25580.000000,25980.000000,21058.015625,11448050
2012-10-30,25980.000000,26080.000000,25840.000000,25960.000000,21041.798828,6643850
2012-10-31,26120.000000,26240.000000,25980.000000,26200.000000,21236.332031,10604850
2012-11-01,25900.000000,26040.000000,25800.000000,25940.000000,21025.589844,10455600
2012-11-02,26380.000000,26660.000000,26260.000000,26540.000000,21511.914063,18521400
2012-11-05,26560.000000,26980.000000,26400.000000,26820.000000,21738.871094,13062050
2012-11-06,26980.000000,26980.000000,26640.000000,26980.000000,21868.562500,8981800
2012-11-07,26860.000000,27240.000000,26700.000000,27240.000000,22079.302734,9676400
2012-11-08,26960.000000,27140.000000,26820.000000,27000.000000,21884.769531,15326600
2012-11-09,26700.000000,27020.000000,26520.000000,26820.000000,21738.871094,14550300
2012-11-12,26620.000000,26940.000000,26620.000000,26900.000000,21803.714844,6959250
2012-11-13,26940.000000,26980.000000,26520.000000,26980.000000,21868.562500,7325850
2012-11-14,27140.000000,27140.000000,26920.000000,27100.000000,21965.828125,10436000
2012-11-15,26700.000000,26760.000000,26520.000000,26620.000000,21576.763672,9959100
2012-11-16,26440.000000,26520.000000,26020.000000,26140.000000,21187.701172,12172550
2012-11-19,26300.000000,26840.000000,26260.000000,26640.000000,21592.978516,10137500
2012-11-20,27060.000000,27300.000000,26920.000000,27280.000000,22111.720703,13420300
2012-11-21,27520.000000,27940.000000,27440.000000,27680.000000,22435.943359,17780400
2012-11-22,27880.000000,28380.000000,27820.000000,28340.000000,22970.908203,14930950
2012-11-23,28440.000000,28840.000000,28340.000000,28740.000000,23295.125000,12322050
2012-11-26,28840.000000,28860.000000,27980.000000,28080.000000,22760.164063,13749850
2012-11-27,28100.000000,28560.000000,28080.000000,28320.000000,22954.693359,11836200
2012-11-28,28000.000000,28760.000000,27920.000000,28260.000000,22906.062500,14055800
2012-11-29,28040.000000,28440.000000,28040.000000,28280.000000,22922.269531,13073300
2012-11-30,28460.000000,28500.000000,27980.000000,28120.000000,22792.582031,16427600
2012-12-03,28400.000000,28720.000000,28160.000000,28600.000000,23181.644531,10220850
2012-12-04,28640.000000,28680.000000,28400.000000,28600.000000,23181.644531,9504900
2012-12-05,28600.000000,29100.000000,28540.000000,29100.000000,23586.923828,12436400
2012-12-06,29360.000000,29420.000000,28680.000000,29080.000000,23570.705078,14248700
2012-12-07,29000.000000,29960.000000,29000.000000,29600.000000,23992.189453,15882450
2012-12-10,30120.000000,30120.000000,29700.000000,29820.000000,24170.515625,13056100
2012-12-11,29960.000000,29960.000000,29380.000000,29520.000000,23927.345703,12657350
2012-12-12,29460.000000,29920.000000,29460.000000,29800.000000,24154.304688,15244450
2012-12-13,30000.000000,30660.000000,29860.000000,30660.000000,24851.373047,30680500
2012-12-14,30320.000000,30720.000000,30160.000000,30300.000000,24559.576172,13905250
2012-12-17,30020.000000,30480.000000,29940.000000,30060.000000,24365.044922,15511100
2012-12-18,30000.000000,30320.000000,29900.000000,30300.000000,24559.576172,13538450
2012-12-20,30300.000000,30580.000000,29900.000000,30060.000000,24365.044922,20128500
2012-12-21,29860.000000,29920.000000,28800.000000,28840.000000,23376.179688,27576200
2012-12-24,28960.000000,29520.000000,28840.000000,29480.000000,23894.927734,14488550
2012-12-26,29600.000000,30060.000000,29400.000000,29400.000000,23830.082031,14038700
2012-12-27,29400.000000,30000.000000,29400.000000,29920.000000,24375.937500,9143900
2012-12-28,29760.000000,30600.000000,29740.000000,30440.000000,24799.578125,10562750
2013-01-02,30660.000000,31520.000000,30540.000000,31520.000000,25679.458984,11449650
2013-01-03,31640.000000,31680.000000,30860.000000,30860.000000,25141.753906,14227400
2013-01-04,30800.000000,30840.000000,30200.000000,30500.000000,24848.464844,12999800
2013-01-07,30300.000000,30560.000000,30000.000000,30400.000000,24766.996094,12610950
2013-01-08,30260.000000,30340.000000,29960.000000,30000.000000,24441.113281,13822250
2013-01-09,30000.000000,30260.000000,29820.000000,30000.000000,24441.113281,12659950
2013-01-10,30300.000000,30680.000000,30000.000000,30600.000000,24929.937500,14663600
2013-01-11,30960.000000,30960.000000,30140.000000,30660.000000,24978.818359,11913550
2013-01-14,30780.000000,31040.000000,30560.000000,31040.000000,25288.400391,7999950
2013-01-15,31200.000000,31200.000000,30240.000000,30240.000000,24636.640625,10727150
2013-01-16,30280.000000,30520.000000,29660.000000,29840.000000,24310.755859,16221000
2013-01-17,30040.000000,30040.000000,29000.000000,29380.000000,23935.990234,20236700
2013-01-18,29600.000000,29740.000000,29100.000000,29600.000000,24115.226563,12516600
2013-01-21,29280.000000,29500.000000,28960.000000,29080.000000,23691.583984,14519650
2013-01-22,28900.000000,29740.000000,28900.000000,29600.000000,24115.226563,11947400
2013-01-23,30000.000000,30040.000000,29460.000000,29460.000000,24001.166016,9293550
2013-01-24,29360.000000,29380.000000,28820.000000,29060.000000,23675.287109,15999050
2013-01-25,29200.000000,29220.000000,28100.000000,28340.000000,23088.707031,21795250
2013-01-28,27920.000000,28020.000000,27420.000000,27440.000000,22355.472656,30852150
2013-01-29,27800.000000,28360.000000,27600.000000,28180.000000,22958.351563,21616550
2013-01-30,28520.000000,28800.000000,28240.000000,28800.000000,23463.466797,16170100
2013-01-31,28600.000000,28960.000000,28440.000000,28960.000000,23593.820313,16052800
2013-02-01,29200.000000,29200.000000,28440.000000,28820.000000,23479.761719,11576200
2013-02-04,29000.000000,29060.000000,28340.000000,28740.000000,23414.585938,12861900
2013-02-05,28300.000000,28860.000000,28280.000000,28700.000000,23381.996094,11388100
2013-02-06,28800.000000,28860.000000,28540.000000,28540.000000,23251.652344,6897150
2013-02-07,28780.000000,28780.000000,28400.000000,28400.000000,23137.583984,9721100
2013-02-08,28360.000000,29400.000000,28300.000000,29240.000000,23821.937500,13423850
2013-02-12,29680.000000,29680.000000,29180.000000,29360.000000,23919.703125,8419750
2013-02-13,29480.000000,29780.000000,29120.000000,29740.000000,24229.289063,9209050
2013-02-14,29800.000000,29880.000000,29540.000000,29800.000000,24278.171875,7534100
2013-02-15,29800.000000,29960.000000,29540.000000,29960.000000,24408.525391,7599950
2013-02-18,29800.000000,30020.000000,29620.000000,29800.000000,24278.171875,7109950
2013-02-19,29600.000000,29980.000000,29580.000000,29840.000000,24310.755859,6132250
2013-02-20,30040.000000,30900.000000,29940.000000,30900.000000,25174.345703,18039350
2013-02-21,30800.000000,31160.000000,30700.000000,31000.000000,25255.814453,13123650
2013-02-22,30600.000000,30960.000000,30400.000000,30600.000000,24929.937500,13852650
2013-02-25,30980.000000,30980.000000,30600.000000,30600.000000,24929.937500,8897550
2013-02-26,30300.000000,30760.000000,30160.000000,30540.000000,24881.052734,9244750
2013-02-27,31180.000000,31180.000000,30380.000000,30540.000000,24881.052734,8938200
2013-02-28,30600.000000,31080.000000,30600.000000,30880.000000,25158.054688,12784200
2013-03-04,31260.000000,31260.000000,30600.000000,30780.000000,25076.580078,13276850
2013-03-05,31120.000000,31280.000000,30960.000000,31000.000000,25255.814453,9294600
2013-03-06,31440.000000,31500.000000,30940.000000,31200.000000,25418.755859,10148650
2013-03-07,30960.000000,31000.000000,30240.000000,30400.000000,24766.996094,13482700
2013-03-08,30300.000000,30340.000000,29780.000000,29980.000000,24424.816406,18941000
2013-03-11,29860.000000,30240.000000,29700.000000,30160.000000,24571.466797,13748250
2013-03-12,30080.000000,30240.000000,29800.000000,29880.000000,24343.343750,8746550
2013-03-13,30120.000000,30580.000000,30020.000000,30540.000000,24881.052734,11303550
2013-03-14,30560.000000,30680.000000,29980.000000,30400.000000,24766.996094,12557800
2013-03-15,30580.000000,30580.000000,29600.000000,29600.000000,24115.226563,36618350
2013-03-18,29200.000000,29200.000000,28680.000000,28900.000000,23544.931641,26439550
2013-03-19,29000.000000,29840.000000,28960.000000,29500.000000,24033.761719,13977100
2013-03-20,29200.000000,29700.000000,29120.000000,29200.000000,23789.351563,13515750
2013-03-21,29220.000000,29480.000000,29120.000000,29140.000000,23740.458984,11768550
2013-03-22,29160.000000,29360.000000,29040.000000,29100.000000,23707.878906,10687100
2013-03-25,29600.000000,29900.000000,29400.000000,29900.000000,24359.642578,10272050
2013-03-26,29900.000000,30440.000000,29820.000000,30180.000000,24587.759766,16830000
2013-03-27,30300.000000,30320.000000,29740.000000,30080.000000,24506.287109,12881400
2013-03-28,30060.000000,30200.000000,29940.000000,30200.000000,24604.048828,7989600
2013-03-29,30480.000000,30640.000000,30340.000000,30540.000000,24881.052734,9533700
2013-04-01,30700.000000,30700.000000,30240.000000,30240.000000,24636.640625,5295500
2013-04-02,30200.000000,30640.000000,30200.000000,30500.000000,24848.464844,8574850
2013-04-03,30520.000000,30560.000000,30180.000000,30420.000000,24783.285156,10882700
2013-04-04,30340.000000,30380.000000,29980.000000,30120.000000,24538.876953,10700450
2013-04-05,30100.000000,30320.000000,29860.000000,30100.000000,24522.576172,14977350
2013-04-08,30100.000000,30620.000000,29940.000000,30400.000000,24766.996094,12959500
2013-04-09,30540.000000,30600.000000,30200.000000,30560.000000,24897.343750,9244000
2013-04-10,30800.000000,30800.000000,30260.000000,30420.000000,24783.285156,11779700
2013-04-11,30420.000000,30800.000000,30360.000000,30800.000000,25092.876953,11291500
2013-04-12,30800.000000,31000.000000,30260.000000,30340.000000,24718.113281,10744050
2013-04-15,30060.000000,30700.000000,30060.000000,30460.000000,24815.875000,10767300
2013-04-16,30100.000000,30640.000000,30020.000000,30560.000000,24897.343750,18551850
2013-04-17,31320.000000,31320.000000,30280.000000,30360.000000,24734.408203,10491100
2013-04-18,30400.000000,30440.000000,29620.000000,29660.000000,24164.111328,13358400
2013-04-19,29300.000000,29840.000000,29100.000000,29500.000000,24033.761719,15704000
2013-04-22,29800.000000,30060.000000,29300.000000,30060.000000,24489.994141,9335850
2013-04-23,30000.000000,30060.000000,29480.000000,29660.000000,24164.111328,8864850
2013-04-24,29700.000000,29880.000000,29480.000000,29720.000000,24212.992188,10086550
2013-04-25,29400.000000,29880.000000,29400.000000,29880.000000,24343.343750,10463900
2013-04-26,29900.000000,29940.000000,29440.000000,29720.000000,24212.992188,11651600
2013-04-29,29820.000000,29840.000000,29500.000000,29620.000000,24131.523438,8500150
2013-04-30,29800.000000,30600.000000,29760.000000,30400.000000,24766.996094,18705000
2013-05-02,30520.000000,30640.000000,30340.000000,30560.000000,24897.343750,10048950
2013-05-03,30700.000000,30740.000000,30420.000000,30700.000000,25011.406250,6559050
2013-05-06,30800.000000,30800.000000,30240.000000,30280.000000,24669.230469,8654300
2013-05-07,30160.000000,30160.000000,29820.000000,29860.000000,24327.048828,11434500
2013-05-08,29860.000000,29960.000000,29580.000000,29760.000000,24245.583984,14921950
2013-05-09,29800.000000,30400.000000,29780.000000,30300.000000,24685.517578,10806150
2013-05-10,30280.000000,30280.000000,29520.000000,29520.000000,24050.050781,11794850
2013-05-13,29420.000000,29600.000000,29240.000000,29540.000000,24066.349609,8750100
2013-05-14,29740.000000,30000.000000,29660.000000,30000.000000,24441.113281,9002650
